Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
70,446,1998,11,200000,1595,4,1,1050
23,258,2013,3,78000,1999,4,0,10899
50,615,1999,6,111111,2300,0,1,1000
62,285,2008,2,145000,999,4,0,3500
31,528,2006,9,222222,2700,3,0,7150
16,380,2012,6,130000,1500,0,1,8800
70,446,1998,11,297000,1800,4,1,2450
16,381,2006,10,400000,1400,3,1,2000
31,101,2002,4,218000,1300,4,1,2500
55,207,2008,10,88525,1400,4,1,3000
50,347,2012,3,205000,1500,0,1,6550
6,67,2012,10,133000,2000,4,0,16400
45,243,2000,10,320000,2000,4,1,4300
5,96,2001,6,287000,2500,0,1,5900
16,383,2011,6,107000,1500,0,1,3000
16,383,2012,11,120000,1600,4,1,2990
16,382,2015,11,32000,1200,4,1,5600
51,211,2003,6,320000,1700,0,1,2100
16,383,2011,11,88000,1600,4,1,3499
16,380,2013,6,61000,1500,0,1,8000
16,383,2011,6,55000,1600,4,1,3999
52,49,2007,0,80000,1600,4,1,5499
51,122,2007,4,182000,1365,4,1,4500
31,399,2009,6,178000,1500,0,1,4800
15,159,2012,4,143000,1400,4,0,5300
51,616,2002,10,273000,1800,3,1,2900
31,604,2009,3,201000,2000,3,0,6900
16,382,2009,11,280000,1598,3,1,2900
6,78,2001,10,99999,2500,3,0,4200
6,67,2009,11,43466,1400,4,1,1000
23,291,2018,10,91600,2000,2,0,12999
61,429,2014,11,197800,1200,4,0,7699
51,661,2008,5,170000,1598,3,1,3199
70,446,2015,10,78000,1800,4,1,10499
51,122,2004,11,300000,1600,3,1,2750
36,195,2007,4,106806,1600,4,1,4500
61,429,2013,4,229000,1200,4,1,7300
67,466,2013,4,179000,1800,5,0,8499
45,243,2009,10,283000,2200,0,0,4500
55,402,2005,10,158960,1600,4,0,3550
61,570,2008,10,247221,1800,4,1,7499
5,94,1999,11,296000,2500,0,1,1300
51,122,1992,11,280000,1700,0,1,650
50,405,1994,4,308524,1000,4,1,750
70,588,2018,3,25000,2000,4,0,21700
45,243,2001,11,300000,2700,0,0,1800
23,291,2016,10,126000,2000,5,0,14500
52,18,2007,11,167898,1500,4,1,750
6,43,2003,11,266544,1800,3,1,4700
55,314,2010,6,173000,1500,0,1,6000
16,382,2008,11,357000,1500,0,1,3099
6,67,2006,10,203522,2000,0,0,8999
5,95,2013,2,98075,2000,4,0,10700
55,532,2015,4,167000,1500,0,1,7200
67,128,2002,11,200000,2000,4,0,4750
20,127,2008,10,280000,2000,3,1,9850
67,128,2009,10,209000,2200,0,1,8900
64,337,2007,10,111111,2000,4,1,10700
70,308,1995,4,286401,1391,4,1,1000
55,355,1999,6,250000,1900,0,1,1100
31,528,2014,9,65000,1999,0,0,18300
36,195,2009,4,247233,1400,4,1,4499
48,556,2015,4,165000,1000,4,1,7700
45,243,2007,10,339212,2200,0,0,8499
48,367,2008,9,431212,2400,0,0,8599
51,219,2004,4,279252,1400,4,1,4099
67,622,2014,5,149235,1598,4,1,11500
55,402,2007,11,185000,1500,0,1,3600
16,242,2012,9,136000,1461,0,1,8550
67,217,2009,10,191000,1400,0,0,8300
5,96,2001,11,390000,2500,0,1,3100
45,243,2004,10,294000,2600,3,0,6500
52,49,2005,4,265000,1400,4,1,3150
52,49,2005,4,266000,1400,4,1,3200
67,128,2012,11,161500,1998,0,1,11250
60,335,2012,6,189200,1199,0,1,4950
23,259,1997,6,250000,1800,0,1,1250
6,43,2009,11,181000,2000,0,1,7000
15,157,2016,2,64000,998,4,1,5490
47,214,2004,2,43000,1600,4,1,5990
23,156,2015,4,97897,2000,5,0,10500
40,177,2012,4,164750,1800,2,0,11999
45,628,1999,5,396300,2200,0,1,1900
31,604,2015,3,120000,2000,0,0,19950
70,588,2016,9,57000,1400,4,1,13300
67,128,2004,10,180000,1995,0,1,5300
67,217,2005,4,167000,1400,0,0,4800
61,429,2017,10,186000,1600,0,0,12800
51,122,2006,11,300000,1300,0,1,2950
39,287,2007,3,238171,2200,0,0,8350
31,552,2013,10,125000,2000,4,0,10500
67,128,2009,6,250000,2198,0,0,9000
55,402,2010,11,198000,1500,0,1,5100
70,446,2000,11,290000,1800,3,1,2500
61,429,2005,10,2340,2000,3,1,3490
6,67,2009,10,164000,2500,4,1,7990
6,67,2009,10,161200,2497,4,1,8800
16,242,2011,9,133000,1500,0,1,7800
67,217,2005,4,254358,1500,0,1,4550
55,532,2011,11,160000,1461,0,0,6500
67,500,2007,3,140000,2000,3,0,8999
15,143,2011,1,196000,1600,0,1,4500
61,429,2009,11,198000,1400,4,1,5999
45,243,2012,10,260000,2000,3,0,11200
71,645,2005,9,190121,2500,4,0,8999
70,599,2013,6,289525,2000,0,1,8499
7,139,2005,10,200000,2000,4,1,1199
45,200,2012,6,157000,1500,0,1,8100
67,466,2012,10,250121,1800,2,0,7199
5,96,2006,10,243745,2400,4,0,6699
67,217,2007,4,220252,1400,0,1,4999
70,182,2005,6,202121,2000,0,1,4299
70,308,2005,4,220000,1400,4,1,3999
61,429,2011,11,169525,1600,0,0,5999
69,36,2005,9,250121,1700,4,1,2999
16,381,2006,10,219857,1400,3,1,2599
61,570,2011,10,110000,1800,4,1,6999
16,381,2008,10,284121,1400,3,1,2999
16,381,2011,10,187474,1200,3,1,2999
16,381,2013,10,256212,1200,4,1,3199
61,499,2019,10,14000,1600,4,1,11999
55,402,2014,11,142000,1995,0,1,13200
71,643,2017,3,42000,1969,4,0,22550
70,308,2011,11,195000,1600,0,1,8000
70,308,2005,4,270000,1600,4,1,5500
55,402,2004,11,288450,1500,0,1,3100
67,466,2016,4,64500,1800,2,0,10999
45,296,2010,9,250000,2200,0,0,12500
61,429,2011,4,220000,1600,0,0,8000
44,72,2003,4,240000,2000,0,1,3100
51,219,2008,4,173000,1200,4,0,4000
71,643,2013,9,200000,2400,0,0,18999
70,446,2005,4,200000,1400,4,1,5000
6,640,2011,9,220000,2000,0,0,15900
67,217,2011,10,218000,1330,4,1,6000
23,266,2015,7,198000,2700,4,0,20900
31,304,2006,4,261285,1100,4,1,1900
52,19,2009,4,82000,1600,3,0,5200
51,122,1993,10,300000,1800,4,1,1800
55,402,2012,11,230000,1500,0,1,6800
45,243,2006,10,265000,2200,0,0,9750
51,122,2015,11,165000,1599,0,1,6600
65,116,2012,4,147000,1000,4,1,2999
67,217,2006,1,150000,1400,0,0,5900
67,217,2004,4,265000,2000,0,1,3000
31,552,2011,10,192000,2000,3,0,8750
16,242,2012,3,86000,1500,0,1,8200
51,122,2011,11,217000,1300,0,1,6300
70,446,2018,10,25000,2000,4,0,14900
31,251,2017,10,61000,1600,4,0,10999
67,128,2011,10,151000,1800,4,1,8850
70,190,1999,6,374318,2500,0,1,2700
60,335,2011,4,133896,1400,4,0,6850
31,528,2016,9,132000,2000,0,0,19100
23,409,2016,10,80000,2000,2,0,13700
51,403,2003,4,211000,1600,4,1,3450
31,101,2018,10,33000,1600,4,0,10550
30,203,1991,11,240000,1598,4,1,2100
30,203,2019,10,17000,1498,4,0,16400
31,670,2010,9,105000,2000,4,1,9250
40,256,2016,10,75000,2500,2,0,23000
31,670,2011,9,231000,2000,0,0,13650
67,372,2006,9,189200,2700,3,0,14790
44,72,2015,10,125000,2000,4,0,13500
70,446,2010,11,191000,1400,4,1,7450
51,219,2018,4,192000,1300,0,1,6500
51,122,2011,11,182000,1300,0,1,6000
67,218,2005,6,311000,1600,4,1,5800
70,588,2012,9,154000,1400,4,1,10500
67,217,2013,10,91000,1600,4,1,9150
51,408,2015,3,95000,1600,0,0,12450
50,484,2017,9,109000,1200,4,0,12700
51,340,2015,10,189000,1600,4,0,8750
6,67,2006,10,320000,2500,0,0,9500
50,484,2008,3,190000,1500,0,1,7790
36,553,2015,3,128000,2000,0,0,20950
70,308,2013,4,234000,1400,4,1,7999
71,645,2012,3,270000,2400,0,0,16500
36,561,2007,9,220000,2000,0,0,8000
31,126,2017,10,93000,1600,3,0,11999
31,251,2017,10,88000,1600,4,0,10750
36,195,2008,4,270000,1400,4,1,4000
23,280,2006,10,111111,2000,3,0,2200
70,308,2010,4,197000,1600,0,1,7777
31,604,2010,9,105000,2000,4,1,9250
16,526,2011,4,114900,1390,4,1,3850
70,182,2012,6,240000,2000,0,1,8450
48,300,1991,4,310000,1800,4,1,2000
30,339,2009,10,167000,1300,2,0,5999
6,67,2013,10,124000,2000,0,0,17400
61,271,2011,4,167420,1200,0,1,4500
51,122,2009,4,117000,1800,4,0,5500
45,628,2010,6,200000,2200,0,1,6800
70,343,2011,10,185000,1400,4,0,7350
48,300,1996,10,150000,2000,4,1,1000
16,381,2009,10,192000,1500,0,1,2555
55,402,2013,11,177300,1461,0,1,6400
61,570,2016,10,172000,1998,0,1,14899
48,210,2010,2,149000,1300,4,1,4200
30,203,2017,4,83000,1498,4,0,13250
55,532,2008,4,220000,1500,0,1,3100
51,616,2008,10,220000,1900,0,0,3650
67,217,2006,11,220000,1400,0,1,4000
55,314,2017,6,154350,1461,0,0,12400
67,124,2008,4,190000,1400,0,0,6500
67,124,2008,4,250000,1400,0,1,5600
55,532,2015,11,167000,1500,0,1,7250
61,271,2009,4,230000,1200,4,1,3150
67,124,2011,4,180000,1400,0,1,6500
6,67,1990,10,368000,1999,4,1,1250
70,599,2012,11,200000,2000,0,0,10500
51,219,2003,4,21000,1000,4,1,2600
55,352,2018,3,155000,1500,0,0,13899
51,616,2004,10,196500,1800,3,1,2999
30,102,1996,10,35000,1800,4,1,13000
71,645,2012,3,278000,2400,0,0,21000
70,308,2011,11,153100,1400,4,1,7800
55,402,2004,11,302000,1500,0,1,2800
51,122,2016,11,140501,1600,0,1,10600
16,242,2012,3,208147,1500,0,1,8699
48,440,2011,3,113224,2500,0,0,13199
23,291,2014,10,136000,2000,5,0,11200
61,429,2011,4,250000,1600,4,1,5350
6,638,2016,3,135700,1600,0,1,18333
6,67,2001,10,260000,2500,0,0,4900
67,124,2009,4,190000,1364,0,1,6200
61,499,2017,4,43822,1422,0,0,9999
55,352,2016,3,161325,1500,0,0,12800
55,352,2017,3,143143,1500,0,0,12800
23,280,2015,11,148325,1500,0,1,7800
55,352,2018,3,154325,1500,0,0,13800
5,80,1993,10,158325,1800,4,1,850
45,296,2014,3,167000,2200,0,0,21500
70,588,2009,3,261000,1390,4,1,7500
71,643,2010,9,211000,2400,0,0,13200
6,67,1990,10,257000,2000,4,1,1500
16,526,2009,4,191000,1400,3,1,2999
23,598,2012,1,199999,1800,0,1,4950
23,291,2016,10,140000,2000,2,0,11200
51,122,2012,11,197000,1300,0,1,6500
51,122,1994,11,219000,1700,0,1,1399
70,446,2008,10,126000,1997,0,1,2000
48,438,2014,3,221000,2000,5,0,13700
45,628,2015,5,217000,2146,0,1,19300
5,92,2010,11,198000,1390,4,0,7699
67,622,2010,6,208155,1800,4,1,8200
50,347,2010,3,100000,1600,4,0,8997
67,466,2012,4,205000,1800,2,0,8400
48,370,2004,10,238850,1600,4,1,3000
23,598,2011,1,205000,1800,0,1,4500
45,151,2011,10,78000,1796,4,0,12000
16,526,2009,4,191000,1400,3,1,2899
70,308,2011,4,212525,1200,4,1,5499
67,466,2008,4,210021,1500,2,0,4999
16,381,2007,10,212525,1400,3,1,3700
16,240,2014,6,96212,1600,4,1,4999
16,381,2007,10,252121,1400,3,1,3199
45,510,2012,10,270000,2200,0,0,22000
45,243,2013,10,165000,2143,0,0,16500
67,124,2011,4,183212,1800,2,0,7699
16,381,2009,10,398212,1400,3,1,3299
16,381,2006,10,199156,1600,3,1,3299
55,402,2006,11,218121,1600,3,1,3899
23,276,2006,2,300000,1400,0,1,2500
45,243,1998,10,200000,2000,0,1,700
31,604,2015,3,62000,2000,0,0,18950
16,381,2009,11,200501,1400,3,1,4100
61,271,2005,11,210000,1200,4,1,2850
23,291,2005,4,216000,1400,0,1,800
55,369,2008,10,160000,2000,0,0,3200
60,113,2011,5,141000,1400,4,1,5799
6,43,2004,10,156200,1995,4,0,6900
65,627,2016,3,70000,1400,4,0,14450
67,500,2014,3,168000,2000,0,1,15900
67,124,2010,4,241000,1400,0,1,6550
31,552,1997,10,251707,2000,4,0,2000
5,1,1992,10,300000,2300,4,1,1000
6,67,1998,10,402000,2500,0,1,3600
48,438,2008,3,245000,2400,3,0,6999
51,432,1990,11,250000,2000,4,1,500
67,124,2007,4,303000,1400,0,1,5600
52,19,2009,4,79500,1600,4,1,7100
39,235,2005,3,260000,2700,0,0,8000
70,308,2006,4,230000,1900,0,1,5199
16,381,2005,10,217703,1400,4,1,2699
70,308,2009,4,144000,1400,4,1,4999
55,402,2015,11,170000,1490,0,0,7599
67,124,2013,11,189000,1800,2,0,10550
16,381,2012,10,190086,1200,4,1,3199
16,381,2008,10,193000,1500,0,1,2899
61,570,2015,10,165500,2000,0,0,15299
50,109,1996,4,262611,1400,4,1,1999
16,242,2011,9,208000,1500,0,1,8499
13,436,2013,6,183000,1800,4,1,7499
61,271,2011,11,190000,1200,0,1,4850
70,308,1996,4,350653,1600,3,1,1698
67,500,2015,9,163632,2600,4,0,14999
51,219,2003,4,279325,1400,4,0,3899
45,134,2005,4,200000,1700,4,0,5299
48,367,2007,11,431000,2400,0,0,8999
16,526,2009,4,160000,1400,3,1,3199
16,381,2007,10,215149,1500,0,1,2799
61,570,2008,10,247868,1800,4,1,7499
48,440,2010,9,113224,2500,0,0,13000
67,466,2012,4,95480,1800,5,0,8799
16,382,2007,11,356718,1500,0,1,2899
67,124,2007,4,270623,1400,0,1,5599
55,369,2008,11,210195,1500,0,1,5199
61,274,1999,4,265371,1598,4,1,750
55,402,1997,4,15087,1600,4,1,750
55,208,2015,11,90000,1200,4,0,6200
6,67,2014,10,125006,2000,0,0,10000
5,94,2005,10,162000,1800,4,0,5450
16,381,2012,10,189454,1200,4,1,2999
70,542,1998,6,198000,2000,4,1,500
16,381,2013,11,144212,1200,3,1,5799
16,381,2008,10,318252,1500,0,1,2899
16,381,2012,10,232252,1200,3,1,2999
70,447,2012,10,162000,2000,4,0,10900
55,369,2009,11,210121,1500,0,1,5499
31,325,2004,6,277139,2500,0,1,2799
62,285,2003,2,182555,900,4,0,1699
70,599,2005,6,256010,2461,0,1,6999
16,381,2018,11,3822,1000,4,1,6999
13,326,2006,4,160000,2200,3,0,5600
16,381,2008,11,173580,1400,3,1,2499
70,446,2014,11,189000,1600,0,1,10900
55,355,2003,6,266000,1461,0,1,1700
55,577,2016,10,198920,1461,0,0,7355
6,639,2018,3,28000,1998,4,0,21500
31,528,2015,9,122188,1995,0,0,17800
60,112,2006,4,150000,1600,4,1,3699
14,536,2008,10,225000,2000,0,1,4499
61,499,2016,10,90087,1400,0,1,7999
6,67,2004,10,225000,2171,4,0,6999
71,645,2007,9,186545,2400,4,0,7299
36,434,2016,10,67000,1600,4,0,11999
52,71,2012,11,169000,1997,2,0,11500
44,180,2012,3,142000,2000,4,0,11599
69,35,2005,10,252424,1500,4,1,799
16,382,2015,7,105000,1500,0,1,7000
31,552,2016,10,65800,2000,2,0,16500
6,67,2007,11,245252,2000,0,1,1500
16,381,2007,10,220274,1400,3,1,2599
70,599,2005,6,225000,1900,0,1,6999
31,552,2016,10,67000,2000,2,0,15000
48,370,1991,10,35000,1500,4,0,1200
31,604,2016,9,113000,1600,4,0,16750
55,314,2018,6,119100,1500,0,0,14750
44,77,1991,10,350000,2200,3,1,999
51,122,2013,11,163700,1300,0,1,6750
23,291,2013,10,130000,2000,4,0,11500
67,124,2015,11,149891,1798,2,0,12399
52,49,2003,11,123123,1600,4,0,2400
55,314,2017,6,98700,1500,0,1,12700
71,643,2014,9,185000,2400,0,0,19500
5,96,2017,10,82432,2000,4,0,20500
70,343,2017,10,150432,1400,4,0,7850
55,532,2017,6,128700,1500,0,1,13850
51,122,2012,11,215000,1300,0,1,6950
45,151,2015,10,175000,2000,5,0,20200
55,314,2005,6,230000,1500,0,1,3500
51,122,2006,11,270284,1600,3,1,4300
40,256,2014,10,120000,2500,2,0,15000
50,484,2017,9,185000,1500,0,1,12950
55,402,2004,4,225332,1400,4,1,2350
36,561,2017,3,20000,2000,4,0,17950
50,484,2012,3,107000,1500,0,1,9999
67,500,2013,3,82000,2000,4,0,17350
55,605,2007,4,88000,1200,4,1,1800
50,413,2014,9,73000,2500,0,0,16500
45,151,2014,10,185000,2200,0,0,13800
23,280,2016,11,140000,1499,0,0,8850
67,125,2013,10,190000,2500,2,0,14500
23,409,2015,11,195000,1500,0,1,10400
70,343,2020,10,16000,1400,4,0,12700
55,402,2005,11,80000,1500,0,1,4000
50,413,2009,9,73000,2500,0,0,16500
23,280,2004,11,216000,1600,4,1,3000
45,628,2008,11,187000,2200,0,1,5000
51,122,2005,11,256000,1590,4,1,4000
45,628,2006,6,277000,2200,0,1,5300
67,655,2008,4,187000,1400,0,1,3200
71,645,2005,9,145000,2400,0,1,6000
52,50,2008,4,208000,1600,4,0,4900
10,100,2013,10,111000,2000,4,0,14300
51,122,1997,6,12345,1600,4,0,1500
67,217,2005,4,320000,1400,0,0,4800
48,556,2016,4,70000,1200,4,1,6599
67,217,2006,4,300000,1400,0,1,5600
45,151,1995,10,262000,2200,3,0,2200
30,102,2015,10,57000,2000,2,0,14900
45,243,2013,10,100000,2200,0,0,11000
51,122,2003,11,194000,1600,4,1,3599
55,402,2004,11,234000,1500,0,1,3650
55,532,2012,4,223000,1500,0,0,6200
23,546,1991,10,20000,2000,4,1,11500
48,248,2018,3,39000,1500,4,0,15200
55,402,2009,11,187000,1500,0,1,4500
16,382,2009,11,180000,1400,3,1,2900
23,275,2000,4,53200,1300,4,1,1800
50,484,2017,3,163000,1500,0,1,13300
31,333,2018,4,168000,1580,2,0,13333
48,438,2017,3,18000,2200,0,0,18500
70,446,2006,10,275000,1900,0,1,6200
70,599,2000,6,288000,2500,0,1,3999
55,402,2014,4,161000,1500,0,1,6300
61,657,2012,1,155366,2000,0,1,4500
45,243,2013,10,251801,2200,0,0,15000
22,444,2006,4,200000,1200,4,0,3050
67,124,2007,2,200000,1400,0,1,4750
34,646,2015,10,165000,2000,0,0,21000
70,308,2015,4,148000,1400,5,0,12290
15,158,2006,4,115500,1400,4,1,2100
67,217,2006,4,219000,1400,0,1,4400
23,513,2007,5,250000,2000,4,1,2700
61,570,2016,10,150000,2000,0,0,17900
51,661,2002,6,350000,1600,3,1,3500
4,111,2012,4,150000,1500,0,1,5600
65,627,2017,3,51000,1400,4,0,15500
31,604,2017,9,45000,1685,0,0,16800
5,96,2012,10,140000,2000,4,0,12500
51,122,2012,11,225000,1300,0,1,6749
55,314,2008,6,235000,1500,0,1,4150
70,446,2009,11,280000,1400,3,1,7000
35,199,2015,3,155000,2200,0,0,20999
70,446,2015,6,189000,1400,5,0,13999
51,122,2012,1,254500,1956,0,0,4999
23,291,2014,10,135652,2000,2,0,12399
39,495,2015,10,200000,2000,0,0,11000
45,243,2001,10,330000,2200,0,0,4650
51,219,2012,4,171000,1300,0,1,5300
22,488,2012,5,170000,1300,0,1,5299
55,402,2005,6,12345,1500,0,1,3399
45,134,2015,4,150000,2000,0,1,8500
67,128,2010,10,320000,2200,0,1,4800
61,429,2012,11,168000,1200,4,1,6200
55,402,2004,4,225126,1400,4,1,2400
51,211,2005,11,222222,1400,4,1,3500
55,207,2011,10,123000,1149,4,1,3200
55,402,2008,11,245000,1465,0,1,3700
13,187,2014,9,98000,2200,0,0,13200
36,561,2017,3,75000,2000,3,0,16999
67,218,2008,6,200000,2000,0,1,4500
50,347,2014,3,156258,1500,0,1,7999
31,528,2016,9,157000,2200,0,0,23900
56,40,2005,4,158000,1400,4,1,2300
16,381,2018,10,200000,1500,0,1,5500
36,553,2011,3,167000,2200,0,0,12199
30,203,2009,10,186800,1300,2,1,4899
51,211,2008,6,300000,1000,0,1,3200
51,661,2010,6,114000,1800,4,1,7700
50,582,1996,9,255000,2400,3,1,5250
23,291,2016,10,121000,2000,5,0,12800
23,258,2017,3,120000,2000,4,0,14200
5,479,2014,11,150000,2000,4,0,16800
45,243,2011,10,256000,1800,3,0,11300
70,446,2008,10,262000,1600,3,1,6000
52,75,2002,10,247000,2200,0,1,2200
6,67,1992,11,256000,2000,4,1,3000
55,369,1995,4,126000,2000,4,1,600
23,534,1991,10,200000,2400,4,0,900
55,314,2013,6,138500,1500,0,0,7999
30,342,2007,4,160000,1400,4,0,4700
23,291,2013,10,140000,2000,5,0,10500
67,124,2013,4,23000,1400,0,1,8200
23,282,2011,11,196000,1600,0,1,5400
70,593,2013,6,183000,1600,0,0,8250
23,598,2008,6,280000,1800,0,1,3400
55,402,2004,10,200000,1500,0,1,2750
70,182,2010,6,370000,1600,0,1,6150
23,258,2017,3,118000,1500,4,0,12300
67,466,2010,10,210000,1800,2,0,6800
23,291,2005,4,213000,1400,4,1,2950
31,604,2006,3,116000,2000,3,0,5699
55,532,2005,11,280000,1500,0,1,2599
55,206,2015,4,139000,1200,4,1,4890
60,335,2012,11,149000,1200,0,1,5600
70,412,2002,5,192000,2500,0,1,10900
45,296,2014,3,258000,2200,0,1,14500
31,399,2002,5,280000,1600,4,1,3200
70,446,2010,10,158000,1984,4,0,7599
51,219,2006,4,231000,1300,0,0,2550
48,556,2002,6,416000,1900,0,1,3100
6,67,1997,10,30000,2500,4,1,2500
30,102,1993,2,390000,1997,4,0,2000
16,382,2011,6,180000,1500,0,1,5700
70,446,2006,10,11111,2000,4,1,5250
67,217,2005,4,243000,1400,0,0,5799
55,402,2010,11,129000,1461,0,0,2000
45,151,2016,10,90000,1800,4,0,21900
5,92,2014,11,114500,1390,4,0,13600
5,94,2018,10,14000,1998,0,0,21900
45,243,2011,10,215000,2500,0,0,13800
70,446,2016,10,69884,1800,4,0,19500
70,308,2005,4,310000,1900,0,1,5999
67,128,2009,11,220000,2000,4,0,8700
31,251,2019,10,22000,1600,4,0,17400
16,382,2015,11,155000,1500,0,1,5600
55,355,2002,6,200000,1900,0,1,1499
6,67,2007,10,400000,2000,0,0,7999
6,67,2007,10,300000,2000,0,0,7499
71,645,2007,9,300000,2400,0,0,10999
6,67,2005,10,225000,2500,4,0,7499
16,381,2008,10,300000,1400,3,1,799
6,67,2008,10,343000,2000,0,0,1799
50,636,2018,9,3690,2488,4,0,21900
31,604,2005,9,270300,2000,0,1,4500
50,449,2012,9,134000,2500,0,0,17000
67,217,2005,10,170000,1400,0,1,5600
51,211,2014,5,194000,1300,0,1,7200
55,369,2004,11,302000,1998,4,1,2200
55,355,2015,6,113000,1500,0,1,4900
52,44,2018,9,160000,1500,0,0,15500
69,29,1998,10,19960,1500,4,1,1000
5,95,2011,2,110000,2000,4,0,12300
16,381,2008,11,2600,1600,3,1,2500
70,446,1993,11,225789,1900,0,1,700
67,128,2001,10,300000,2000,0,1,3800
61,509,2007,5,200000,1400,3,1,4500
67,217,2009,10,83000,1400,4,1,7000
55,532,2004,4,345000,1500,0,1,2800
67,217,2014,10,184000,1600,4,0,11000
48,300,1995,10,23512,1800,4,1,600
48,370,1995,10,2222,1300,3,1,650
16,242,2014,9,112414,1500,0,1,8550
61,429,2019,11,35007,1998,0,0,22900
45,151,1994,10,180000,1800,3,1,4500
67,466,2013,4,146453,1800,2,0,9999
55,314,2013,6,180000,1500,0,1,7800
51,122,2008,11,209112,1248,0,1,4200
5,96,1996,10,234567,2598,4,0,3400
67,329,2014,3,185000,2700,3,0,18900
30,174,2005,3,278000,2000,4,1,7900
70,446,1992,10,230234,1900,0,1,1750
55,314,2015,6,173000,1500,0,0,9200
51,432,2001,10,321700,2200,0,1,1500
67,466,2007,4,222000,1500,2,0,5499
6,67,2013,10,172000,2000,0,0,17799
39,287,2007,9,238011,2200,0,0,8350
60,338,2002,6,67845,1900,0,1,1750
67,128,2006,10,220000,2000,4,1,4750
55,314,2012,11,168000,1500,0,0,6699
61,499,2017,4,39800,1422,0,1,9590
44,649,1997,10,358000,2497,4,0,1150
6,67,2014,10,147200,2000,0,0,17999
15,159,2002,4,214000,1200,4,1,2100
48,210,2007,4,138000,1332,4,0,3500
5,95,2011,2,139000,2000,4,0,13350
22,237,2009,1,295000,1600,3,1,2400
55,402,2013,6,216000,1500,0,1,6500
36,425,2017,3,10500,1600,2,0,13300
31,604,2017,3,145000,2000,0,0,19300
31,223,2017,3,45000,1600,4,0,14450
65,627,2017,9,37000,1600,4,0,14650
12,224,2007,3,80000,2200,4,0,5000
15,167,2006,6,290300,2200,0,1,5000
55,402,2015,11,194000,1500,0,1,6600
65,571,2007,2,120000,1300,4,1,1900
67,466,2008,10,203000,1500,2,0,6500
45,151,2012,11,222222,2200,0,0,13999
67,470,2012,11,150000,1800,2,0,9450
40,177,2014,4,169000,1793,2,0,12500
6,67,2004,10,410200,2500,0,0,8000
45,243,1995,2,329500,2000,4,1,4900
67,466,2009,4,203000,1800,4,0,7100
65,315,2008,9,289000,2000,4,1,4750
55,402,2013,11,175000,1461,0,1,6200
45,243,2003,10,317000,2200,0,0,7000
61,429,1999,1,360000,1900,0,1,3700
23,409,2004,4,220951,1800,3,1,3500
17,503,2001,6,279000,2000,3,1,1400
55,532,2012,11,152340,1461,0,1,7750
55,402,2006,11,250000,1500,0,1,2850
31,604,2006,3,149000,2000,3,1,6150
61,499,2014,4,145000,1600,4,1,7900
23,275,2007,4,166500,1400,4,0,3600
5,94,2010,11,215000,1998,0,1,4900
67,466,2014,4,80100,1798,2,0,7900
71,519,2010,10,270150,1995,0,1,4800
67,124,2017,4,59000,1798,2,0,9900
48,440,1992,9,199900,2477,0,0,2000
36,561,2018,3,57000,1685,0,1,11400
70,588,2017,3,175000,1968,0,1,15900
67,155,2017,3,58000,1798,2,0,15900
71,645,2011,3,217657,2400,0,0,12900
67,466,2016,4,54967,1798,2,0,11500
16,527,2016,4,75000,1461,0,1,5200
36,561,2016,3,107772,1995,0,0,15500
70,446,2018,11,93000,1968,0,0,15600
5,92,2006,11,247500,1968,0,1,2400
45,243,2009,10,246121,2143,0,0,7100
36,554,2015,8,103721,1582,0,1,7000
16,242,2018,3,29566,1461,0,1,11200
70,588,2018,3,95483,1968,0,1,18900
31,670,2014,3,115792,1685,0,1,12200
67,124,2010,4,75000,1798,2,0,3000
23,364,2015,3,111000,1997,0,1,11500
30,174,2015,3,79580,1597,0,1,15200
67,155,2019,3,45000,1798,2,0,17400
50,636,2014,3,123109,1598,0,1,13800
70,588,2014,3,133500,1968,0,1,12200
70,446,2012,11,249758,1598,0,1,8900
51,122,2016,11,196000,1598,0,1,7200
70,588,2015,3,188000,1968,0,1,12500
50,636,2015,3,141687,1598,0,1,12700
50,636,2011,3,258000,1995,0,1,10500
50,485,2010,3,195000,1995,0,1,5000
70,588,2010,3,198000,1968,0,1,5500
70,182,2017,11,159910,1968,0,1,11000
51,122,2017,11,101000,1598,0,1,8100
70,588,2017,3,180021,1968,0,1,16000
16,242,2017,3,69000,1461,0,1,8800
5,96,2007,11,239887,2698,0,0,4700
16,380,2018,6,72000,1461,0,1,8800
16,240,2013,8,190000,1461,0,1,4900
51,122,2018,11,111700,1598,0,0,8700
71,161,2010,4,173180,1560,0,1,3900
70,446,2006,11,229094,1968,0,1,3000
67,466,2007,4,260000,1497,2,0,2900
30,174,2007,3,224107,2204,0,1,4600
36,539,1998,10,277345,1500,4,1,1000
70,446,2015,11,127000,1968,0,0,9500
35,311,2002,9,322000,2685,0,0,2000
71,645,2011,3,268000,2400,0,0,12000
5,478,2014,3,94500,2000,0,1,16300
15,140,1990,11,17000,1400,4,1,500
55,355,2011,6,59000,1461,0,1,3999
31,101,1996,4,111111,1500,3,1,700
55,314,2013,11,176000,1500,0,1,6999
31,528,2007,3,226706,2200,0,0,8000
30,203,2007,10,154000,1400,2,0,5000
70,620,1993,10,230000,1800,4,1,1200
64,377,2007,10,155000,2000,4,1,5800
55,402,2016,11,81900,1500,0,1,8499
